151,567,1293,56.1,588,2305,590,212,26,6,t,Vinci279,2017-06-10 15:01:41.510641,2017-06-10 15:01:41.510641,ps
152,3315,7182,48.8,5034,14727,3052,1416,27,1,t,mmendesc,2017-06-10 15:01:52.846481,2017-06-10 15:01:52.846481,steam
153,1170,3481,50.1,2161,6952,983,855,21,4,t,GuiConti,2017-06-10 15:02:06.379274,2017-06-10 15:02:06.379274,steam
154,2657,4807,46.5,4383,10329,2654,892,27,2,t,m_makarios,2017-06-10 15:02:12.936383,2017-06-10 15:02:12.936383,steam
155,3509,10378,49.2,4809,21104,3190,1241,10,9,t,lamebananayep,2017-06-11 15:00:42.830009,2017-06-11 15:00:42.830009,steam
156,1289,3538,50.9,1456,6947,1399,517,10,11,t,Kultor,2017-06-11 15:00:50.090458,2017-06-11 15:00:50.090458,ps
157,569,1295,56.0,591,2311,593,212,27,6,t,Vinci279,2017-06-11 15:00:56.154149,2017-06-11 15:00:56.154149,ps
158,3323,7218,48.8,5051,14789,3055,1422,28,1,t,mmendesc,2017-06-11 15:01:02.805512,2017-06-11 15:01:02.805512,steam
159,1170,3481,50.1,2161,6952,983,855,22,4,t,GuiConti,2017-06-11 15:01:16.462217,2017-06-11 15:01:16.462217,steam
160,8,10,71.4,0,14,2,0,15,7,t,rodrigotnoronha,2017-06-11 15:01:18.576032,2017-06-11 15:01:18.576032,steam
161,38,36,60.0,9,60,16,0,14,3,t,76561198146967680,2017-06-11 15:01:20.050546,2017-06-11 15:01:20.050546,steam
162,2657,4807,46.5,4383,10329,2654,892,28,2,t,m_makarios,2017-06-11 15:01:22.571136,2017-06-11 15:01:22.571136,steam
163,3520,10411,49.1,4837,21194,3205,1247,11,9,t,lamebananayep,2017-06-12 15:00:43.249484,2017-06-12 15:00:43.249484,steam
164,1294,3554,50.9,1464,6980,1406,519,11,11,t,Kultor,2017-06-12 15:00:46.821344,2017-06-12 15:00:46.821344,ps
165,569,1295,56.0,591,2311,593,212,28,6,t,Vinci279,2017-06-12 15:00:50.514687,2017-06-12 15:00:50.514687,ps
166,3520,10411,49.1,4837,21194,3205,1247,12,9,t,lamebananayep,2017-06-12 15:16:48.416525,2017-06-12 15:16:48.416525,steam
167,3325,7227,48.8,5061,14807,3055,1424,29,1,t,mmendesc,2017-06-12 15:16:56.163508,2017-06-12 15:16:56.163508,steam
168,1170,3481,50.1,2161,6952,983,855,23,4,t,GuiConti,2017-06-12 15:17:04.578577,2017-06-12 15:17:04.578577,steam
169,8,10,71.4,0,14,2,0,16,7,t,rodrigotnoronha,2017-06-12 15:17:08.76943,2017-06-12 15:17:08.76943,steam
170,38,36,60.0,9,60,16,0,15,3,t,76561198146967680,2017-06-12 15:17:12.167023,2017-06-12 15:17:12.167023,steam
171,2658,4808,46.6,4386,10329,2655,892,29,2,t,m_makarios,2017-06-12 15:17:17.403199,2017-06-12 15:17:17.403199,steam
172,3541,10469,49.1,4858,21303,3225,1259,13,9,t,lamebananayep,2017-06-13 15:01:00.392162,2017-06-13 15:01:00.392162,steam
173,3325,7227,48.8,5061,14807,3055,1424,30,1,t,mmendesc,2017-06-13 15:01:06.278331,2017-06-13 15:01:06.278331,steam
174,1170,3481,50.1,2161,6952,983,855,24,4,t,GuiConti,2017-06-13 15:01:12.610983,2017-06-13 15:01:12.610983,steam
175,8,10,71.4,0,14,2,0,17,7,t,rodrigotnoronha,2017-06-13 15:01:20.681195,2017-06-13 15:01:20.681195,steam
176,38,36,60.0,9,60,16,0,16,3,t,76561198146967680,2017-06-13 15:01:29.690412,2017-06-13 15:01:29.690412,steam
