1133,Ranked Solo Standard 3v3,Bronze III,"",405,,,3,141,14,,b1l15,2017-07-12 15:01:23.754686,2017-07-12 15:01:23.754686
1134,Ranked Standard 3v3,Gold I,"",613,,,8,141,14,,b1l15,2017-07-12 15:01:23.850452,2017-07-12 15:01:23.850452
1135,Ranked Doubles 2v2,Silver II,"",497,~17,~5,17,147,15,,Azad_33,2017-07-12 15:01:26.54568,2017-07-12 15:01:26.54568
1136,Ranked Solo Standard 3v3,Silver III,"",569,,,8,147,15,,Azad_33,2017-07-12 15:01:26.570831,2017-07-12 15:01:26.570831
1137,Ranked Duel 1v1,Gold I,"",655,~7,~12,14,216,2,,Ciccioformaggio8,2017-07-12 15:01:29.151796,2017-07-12 15:01:29.151796
1138,Ranked Doubles 2v2,Gold III,"",748,~4,~6,442,216,2,,Ciccioformaggio8,2017-07-12 15:01:29.205708,2017-07-12 15:01:29.205708
1139,Ranked Solo Standard 3v3,Gold I,"",614,~4,~16,119,216,2,,Ciccioformaggio8,2017-07-12 15:01:29.294432,2017-07-12 15:01:29.294432
1140,Ranked Standard 3v3,Gold II,"",685,~18,~4,91,216,2,,Ciccioformaggio8,2017-07-12 15:01:29.386695,2017-07-12 15:01:29.386695
1141,Ranked Duel 1v1,Bronze II,"",323,,,4,217,2,,76561198082086032,2017-07-12 15:01:31.195049,2017-07-12 15:01:31.195049
1142,Ranked Doubles 2v2,Bronze I,"",190,~3,~190,32,217,2,,76561198082086032,2017-07-12 15:01:31.279659,2017-07-12 15:01:31.279659
1143,Ranked Solo Standard 3v3,Bronze III,"",415,,~37,12,217,2,,76561198082086032,2017-07-12 15:01:31.324727,2017-07-12 15:01:31.324727
1144,Ranked Doubles 2v2,Gold III,"",764,~9,~13,93,190,10,,rinox90,2017-07-12 15:01:33.348558,2017-07-12 15:01:33.348558
1145,Ranked Solo Standard 3v3,Silver II,"",505,,,5,190,10,,rinox90,2017-07-12 15:01:33.363128,2017-07-12 15:01:33.363128
1146,Ranked Standard 3v3,Platinum III,"",1004,~7,~2,180,190,10,,rinox90,2017-07-12 15:01:33.390478,2017-07-12 15:01:33.390478
1147,Ranked Duel 1v1,Silver II,"",491,,,1,178,14,,Tidsora,2017-07-12 15:01:35.197004,2017-07-12 15:01:35.197004
1148,Ranked Doubles 2v2,Bronze II,"",256,~6,~4,106,178,14,,Tidsora,2017-07-12 15:01:35.236549,2017-07-12 15:01:35.236549
1149,Ranked Solo Standard 3v3,Bronze I,"",244,~18,~6,19,178,14,,Tidsora,2017-07-12 15:01:35.266904,2017-07-12 15:01:35.266904
1150,Ranked Standard 3v3,Bronze III,"",326,~7,~14,132,178,14,,Tidsora,2017-07-12 15:01:35.302075,2017-07-12 15:01:35.302075
1151,Ranked Doubles 2v2,Silver II,"",497,~17,~5,12,169,15,,mlgkurama,2017-07-12 15:01:41.474687,2017-07-12 15:01:41.474687
1152,Ranked Standard 3v3,Silver I,"",424,,,8,169,15,,mlgkurama,2017-07-12 15:01:41.498097,2017-07-12 15:01:41.498097
1153,Ranked Duel 1v1,Gold III,"",762,,,8,189,10,,o_Max301_o,2017-07-12 15:01:45.335428,2017-07-12 15:01:45.335428
1154,Ranked Doubles 2v2,Gold II,"",721,,,2,189,10,,o_Max301_o,2017-07-12 15:01:45.368484,2017-07-12 15:01:45.368484
1155,Ranked Standard 3v3,Gold III,"",759,~14,~8,25,189,10,,o_Max301_o,2017-07-12 15:01:45.399724,2017-07-12 15:01:45.399724
1156,Ranked Doubles 2v2,Gold II,"",684,~19,~3,209,210,4,,guydovicus,2017-07-12 15:01:49.231854,2017-07-12 15:01:49.231854
1157,Ranked Solo Standard 3v3,Gold I,"",605,~13,~7,59,210,4,,guydovicus,2017-07-12 15:01:49.25514,2017-07-12 15:01:49.25514
1158,Ranked Standard 3v3,Gold III,"",801,~1,~8,64,210,4,,guydovicus,2017-07-12 15:01:49.286967,2017-07-12 15:01:49.286967
1159,Ranked Duel 1v1,Diamond I,"",1047,,~27,12,201,7,,Juacquesch,2017-07-12 15:01:53.607601,2017-07-12 15:01:53.607601
1160,Ranked Doubles 2v2,Champion I,"",1265,,~21,459,201,7,,Juacquesch,2017-07-12 15:01:53.641914,2017-07-12 15:01:53.641914
1161,Ranked Solo Standard 3v3,Platinum II,"",829,~10,~1,241,201,7,,Juacquesch,2017-07-12 15:01:53.674119,2017-07-12 15:01:53.674119
1162,Ranked Standard 3v3,Diamond II,"",1108,~15,~8,222,201,7,,Juacquesch,2017-07-12 15:01:53.702905,2017-07-12 15:01:53.702905
1163,Ranked Doubles 2v2,Bronze III,"",323,~9,~2,72,195,9,,slekens,2017-07-12 15:01:56.580273,2017-07-12 15:01:56.580273
1164,Ranked Standard 3v3,Silver I,"",418,~6,~17,46,195,9,,slekens,2017-07-12 15:01:56.59403,2017-07-12 15:01:56.59403
1165,Ranked Doubles 2v2,Silver I,"",395,,,4,214,2,,mahdimmm138031,2017-07-12 15:01:59.082533,2017-07-12 15:01:59.082533
1166,Ranked Standard 3v3,Silver III,"",547,,,3,214,2,,mahdimmm138031,2017-07-12 15:01:59.096182,2017-07-12 15:01:59.096182
1167,Ranked Duel 1v1,Platinum I,"",821,,,7,219,1,,deviljohnny,2017-07-12 15:02:08.299762,2017-07-12 15:02:08.299762
1168,Ranked Doubles 2v2,Platinum III,"",997,~7,~15,865,219,1,,deviljohnny,2017-07-12 15:02:08.347949,2017-07-12 15:02:08.347949
1169,Ranked Solo Standard 3v3,Platinum I,"",785,,,7,219,1,,deviljohnny,2017-07-12 15:02:08.394211,2017-07-12 15:02:08.394211
1170,Ranked Standard 3v3,Platinum II,"",874,~17,~6,21,219,1,,deviljohnny,2017-07-12 15:02:08.437334,2017-07-12 15:02:08.437334
1171,Ranked Duel 1v1,Gold II,Division II,676,~13,~8,10,34,18,,Zyuina,2017-07-13 15:00:39.381679,2017-07-13 15:00:39.381679
1172,Ranked Doubles 2v2,Gold II,Division II,700,~3,~19,361,34,18,,Zyuina,2017-07-13 15:00:39.402396,2017-07-13 15:00:39.402396
1173,Ranked Solo Standard 3v3,Silver III,Division III,570,~7,~13,115,34,18,,Zyuina,2017-07-13 15:00:39.40959,2017-07-13 15:00:39.40959
1174,Ranked Standard 3v3,Gold III,Division II,753,~20,~2,288,34,18,,Zyuina,2017-07-13 15:00:39.415389,2017-07-13 15:00:39.415389
1175,Ranked Duel 1v1,Platinum III,Division I,922,~11,,211,9,38,,lamebananayep,2017-07-13 15:00:42.005432,2017-07-13 15:00:42.005432
1176,Ranked Doubles 2v2,Platinum II,Division III,922,~12,~10,1,9,38,,lamebananayep,2017-07-13 15:00:42.012231,2017-07-13 15:00:42.012231
1177,Ranked Solo Standard 3v3,Gold II,Division II,676,~2,~18,103,9,38,,lamebananayep,2017-07-13 15:00:42.018284,2017-07-13 15:00:42.018284
1178,Ranked Standard 3v3,Platinum I,Division II,824,~19,~3,227,9,38,,lamebananayep,2017-07-13 15:00:42.024588,2017-07-13 15:00:42.024588
1179,Ranked Duel 1v1,Gold I,Division III,625,,,1,4,49,,GuiConti,2017-07-13 15:00:44.385422,2017-07-13 15:00:44.385422
1180,Ranked Doubles 2v2,Diamond II,Division I,1091,~12,~2,109,4,49,,GuiConti,2017-07-13 15:00:44.390748,2017-07-13 15:00:44.390748
1181,Ranked Standard 3v3,Diamond I,Division I,1016,~15,~7,472,4,49,,GuiConti,2017-07-13 15:00:44.396344,2017-07-13 15:00:44.396344
1182,Ranked Solo Standard 3v3,Bronze II,Division III,327,,,5,3,41,,76561198146967680,2017-07-13 15:01:03.36614,2017-07-13 15:01:03.36614
1183,Ranked Standard 3v3,Silver I,Division IV,455,~1,~10,10,3,41,,76561198146967680,2017-07-13 15:01:03.372222,2017-07-13 15:01:03.372222
1184,Ranked Doubles 2v2,Silver III,Division III,575,~9,~13,613,11,37,,Kultor,2017-07-13 15:01:05.943693,2017-07-13 15:01:05.943693
1185,Ranked Duel 1v1,Gold I,Division III,630,,,1,6,54,,Vinci279,2017-07-13 15:01:08.020174,2017-07-13 15:01:08.020174
1186,Ranked Doubles 2v2,Silver III,Division IV,587,~6,~4,153,6,54,,Vinci279,2017-07-13 15:01:08.026968,2017-07-13 15:01:08.026968
1187,Ranked Solo Standard 3v3,Silver III,Division IV,581,,,8,6,54,,Vinci279,2017-07-13 15:01:08.033653,2017-07-13 15:01:08.033653
1188,Ranked Standard 3v3,Silver III,Division III,580,~4,~18,47,6,54,,Vinci279,2017-07-13 15:01:08.040042,2017-07-13 15:01:08.040042
1189,Ranked Doubles 2v2,Platinum II,Division III,917,~17,~5,339,1,55,,mmendesc,2017-07-13 15:01:10.432635,2017-07-13 15:01:10.432635
1190,Ranked Solo Standard 3v3,Gold III,Division I,715,,,2,1,55,,mmendesc,2017-07-13 15:01:10.439461,2017-07-13 15:01:10.439461
1191,Ranked Standard 3v3,Platinum III,Division II,965,~18,~4,467,1,55,,mmendesc,2017-07-13 15:01:10.445587,2017-07-13 15:01:10.445587
1192,Ranked Duel 1v1,Gold III,Division IV,791,~6,~16,10,2,55,,m_makarios,2017-07-13 15:01:13.015469,2017-07-13 15:01:13.015469
1193,Ranked Doubles 2v2,Diamond I,Division II,1045,~8,~14,307,2,55,,m_makarios,2017-07-13 15:01:13.021094,2017-07-13 15:01:13.021094
1194,Ranked Standard 3v3,Diamond I,Division I,1017,~14,~6,472,2,55,,m_makarios,2017-07-13 15:01:13.026614,2017-07-13 15:01:13.026614
1195,Ranked Duel 1v1,Silver I,Division II,414,~11,~10,120,141,15,,b1l15,2017-07-13 15:01:21.853343,2017-07-13 15:01:21.853343
1196,Ranked Doubles 2v2,Silver I,Division III,430,~14,~8,216,141,15,,b1l15,2017-07-13 15:01:21.868443,2017-07-13 15:01:21.868443
1197,Ranked Solo Standard 3v3,Bronze III,Division IV,405,,,3,141,15,,b1l15,2017-07-13 15:01:21.884347,2017-07-13 15:01:21.884347
1198,Ranked Standard 3v3,Gold I,Division II,613,,,8,141,15,,b1l15,2017-07-13 15:01:21.906998,2017-07-13 15:01:21.906998
1199,Ranked Doubles 2v2,Silver II,Division III,497,~17,~5,17,147,16,,Azad_33,2017-07-13 15:01:23.971948,2017-07-13 15:01:23.971948
1200,Ranked Solo Standard 3v3,Silver III,Division III,569,,,8,147,16,,Azad_33,2017-07-13 15:01:23.979679,2017-07-13 15:01:23.979679
1201,Ranked Duel 1v1,Gold I,Division IV,655,~7,~12,14,216,3,,Ciccioformaggio8,2017-07-13 15:01:25.636791,2017-07-13 15:01:25.636791
1202,Ranked Doubles 2v2,Gold III,Division I,748,~4,~6,442,216,3,,Ciccioformaggio8,2017-07-13 15:01:25.646222,2017-07-13 15:01:25.646222
1203,Ranked Solo Standard 3v3,Gold I,Division II,614,~4,~16,119,216,3,,Ciccioformaggio8,2017-07-13 15:01:25.656328,2017-07-13 15:01:25.656328
1204,Ranked Standard 3v3,Gold II,Division II,685,~18,~4,91,216,3,,Ciccioformaggio8,2017-07-13 15:01:25.67117,2017-07-13 15:01:25.67117
1205,Ranked Duel 1v1,Bronze II,Division IV,323,,,4,217,3,,76561198082086032,2017-07-13 15:01:28.629598,2017-07-13 15:01:28.629598
1206,Ranked Doubles 2v2,Bronze I,Division I,190,~2,~190,32,217,3,,76561198082086032,2017-07-13 15:01:28.687436,2017-07-13 15:01:28.687436
1207,Ranked Solo Standard 3v3,Bronze III,Division III,415,,~37,12,217,3,,76561198082086032,2017-07-13 15:01:28.69447,2017-07-13 15:01:28.69447
1208,Ranked Doubles 2v2,Gold III,Division II,764,~10,~13,93,190,11,,rinox90,2017-07-13 15:01:30.530888,2017-07-13 15:01:30.530888
1209,Ranked Solo Standard 3v3,Silver II,Division III,505,,,5,190,11,,rinox90,2017-07-13 15:01:30.671805,2017-07-13 15:01:30.671805
1210,Ranked Standard 3v3,Platinum III,Division IV,1004,~7,~2,180,190,11,,rinox90,2017-07-13 15:01:30.685566,2017-07-13 15:01:30.685566
1211,Ranked Duel 1v1,Silver II,Division III,491,,,1,178,15,,Tidsora,2017-07-13 15:01:32.141237,2017-07-13 15:01:32.141237
1212,Ranked Doubles 2v2,Bronze II,Division I,256,~6,~7,106,178,15,,Tidsora,2017-07-13 15:01:32.157355,2017-07-13 15:01:32.157355
1213,Ranked Solo Standard 3v3,Bronze I,Division I,234,~5,~234,21,178,15,,Tidsora,2017-07-13 15:01:32.166431,2017-07-13 15:01:32.166431
1214,Ranked Standard 3v3,Bronze III,Division I,328,~5,~16,142,178,15,,Tidsora,2017-07-13 15:01:32.186229,2017-07-13 15:01:32.186229
1215,Ranked Doubles 2v2,Silver II,Division III,497,~17,~5,12,169,16,,mlgkurama,2017-07-13 15:01:36.436089,2017-07-13 15:01:36.436089
1216,Ranked Standard 3v3,Silver I,Division III,424,,,8,169,16,,mlgkurama,2017-07-13 15:01:36.442545,2017-07-13 15:01:36.442545
1217,Ranked Duel 1v1,Gold III,Division III,762,,,8,189,11,,o_Max301_o,2017-07-13 15:01:38.030034,2017-07-13 15:01:38.030034
1218,Ranked Doubles 2v2,Gold II,Division III,721,,,2,189,11,,o_Max301_o,2017-07-13 15:01:38.038614,2017-07-13 15:01:38.038614
1219,Ranked Standard 3v3,Gold III,Division II,759,~14,~8,25,189,11,,o_Max301_o,2017-07-13 15:01:38.046017,2017-07-13 15:01:38.046017
1220,Ranked Doubles 2v2,Gold I,Division III,641,~13,~9,217,210,5,,guydovicus,2017-07-13 15:01:40.336062,2017-07-13 15:01:40.336062
1221,Ranked Solo Standard 3v3,Gold I,Division II,605,~13,~7,59,210,5,,guydovicus,2017-07-13 15:01:40.342325,2017-07-13 15:01:40.342325
1282,Ranked Doubles 2v2,Gold II,Division III,721,,,2,189,12,,o_Max301_o,2017-07-14 15:01:53.216509,2017-07-14 15:01:53.216509
1222,Ranked Standard 3v3,Gold III,Division IV,805,~5,~11,68,210,5,,guydovicus,2017-07-13 15:01:40.348793,2017-07-13 15:01:40.348793
1223,Ranked Duel 1v1,Diamond I,Division III,1047,,~27,12,201,8,,Juacquesch,2017-07-13 15:01:43.289973,2017-07-13 15:01:43.289973
1224,Ranked Doubles 2v2,Champion I,Division II,1265,,~21,459,201,8,,Juacquesch,2017-07-13 15:01:43.298549,2017-07-13 15:01:43.298549
1225,Ranked Solo Standard 3v3,Platinum I,Division III,802,~15,~5,250,201,8,,Juacquesch,2017-07-13 15:01:43.310862,2017-07-13 15:01:43.310862
1226,Ranked Standard 3v3,Diamond II,Division II,1108,~16,~8,222,201,8,,Juacquesch,2017-07-13 15:01:43.366744,2017-07-13 15:01:43.366744
1227,Ranked Doubles 2v2,Bronze III,Division I,323,~9,~2,72,195,10,,slekens,2017-07-13 15:01:45.724915,2017-07-13 15:01:45.724915
1228,Ranked Standard 3v3,Silver I,Division II,418,~6,~17,46,195,10,,slekens,2017-07-13 15:01:45.731679,2017-07-13 15:01:45.731679
1229,Ranked Doubles 2v2,Silver I,Division I,395,,,4,214,3,,mahdimmm138031,2017-07-13 15:01:48.47797,2017-07-13 15:01:48.47797
1230,Ranked Standard 3v3,Silver III,Division II,547,,,3,214,3,,mahdimmm138031,2017-07-13 15:01:48.485984,2017-07-13 15:01:48.485984
1231,Ranked Duel 1v1,Platinum I,Division III,821,,,7,219,2,,deviljohnny,2017-07-13 15:01:53.127013,2017-07-13 15:01:53.127013
1232,Ranked Doubles 2v2,Platinum III,Division II,978,~5,~17,869,219,2,,deviljohnny,2017-07-13 15:01:53.134261,2017-07-13 15:01:53.134261
1233,Ranked Solo Standard 3v3,Platinum I,Division II,785,,,7,219,2,,deviljohnny,2017-07-13 15:01:53.149609,2017-07-13 15:01:53.149609
1234,Ranked Standard 3v3,Platinum II,Division I,874,~17,~6,21,219,2,,deviljohnny,2017-07-13 15:01:53.161345,2017-07-13 15:01:53.161345
1235,Ranked Duel 1v1,Gold II,Division II,676,~13,~8,10,34,19,,Zyuina,2017-07-14 15:01:03.614702,2017-07-14 15:01:03.614702
1236,Ranked Doubles 2v2,Gold II,Division II,700,~3,~19,361,34,19,,Zyuina,2017-07-14 15:01:03.624746,2017-07-14 15:01:03.624746
1237,Ranked Solo Standard 3v3,Silver III,Division IV,578,~8,~2,116,34,19,,Zyuina,2017-07-14 15:01:03.632508,2017-07-14 15:01:03.632508
1238,Ranked Standard 3v3,Gold III,Division II,753,~20,~2,288,34,19,,Zyuina,2017-07-14 15:01:03.641041,2017-07-14 15:01:03.641041
1239,Ranked Duel 1v1,Platinum III,Division III,963,~10,~11,226,9,39,,lamebananayep,2017-07-14 15:01:07.549449,2017-07-14 15:01:07.549449
1240,Ranked Doubles 2v2,Diamond I,Division I,1028,~4,~3,1,9,39,,lamebananayep,2017-07-14 15:01:07.557937,2017-07-14 15:01:07.557937
1241,Ranked Solo Standard 3v3,Gold II,Division II,676,~2,~18,103,9,39,,lamebananayep,2017-07-14 15:01:07.565675,2017-07-14 15:01:07.565675
1242,Ranked Standard 3v3,Platinum I,Division I,819,~3,~4,234,9,39,,lamebananayep,2017-07-14 15:01:07.574256,2017-07-14 15:01:07.574256
1243,Ranked Duel 1v1,Gold I,Division III,625,,,1,4,50,,GuiConti,2017-07-14 15:01:10.520849,2017-07-14 15:01:10.520849
1244,Ranked Doubles 2v2,Diamond II,Division I,1091,~12,~2,109,4,50,,GuiConti,2017-07-14 15:01:10.52862,2017-07-14 15:01:10.52862
1245,Ranked Standard 3v3,Diamond I,Division III,1067,~7,~15,483,4,50,,GuiConti,2017-07-14 15:01:10.536774,2017-07-14 15:01:10.536774
1246,Ranked Solo Standard 3v3,Bronze II,Division III,327,,,5,3,42,,76561198146967680,2017-07-14 15:01:15.390319,2017-07-14 15:01:15.390319
1247,Ranked Standard 3v3,Silver I,Division IV,455,~1,~10,10,3,42,,76561198146967680,2017-07-14 15:01:15.398194,2017-07-14 15:01:15.398194
1248,Ranked Doubles 2v2,Silver III,Division III,575,~9,~13,613,11,38,,Kultor,2017-07-14 15:01:17.116276,2017-07-14 15:01:17.116276
1249,Ranked Duel 1v1,Gold I,Division III,630,,,1,6,55,,Vinci279,2017-07-14 15:01:18.969639,2017-07-14 15:01:18.969639
1250,Ranked Doubles 2v2,Silver III,Division IV,587,~6,~4,153,6,55,,Vinci279,2017-07-14 15:01:18.988059,2017-07-14 15:01:18.988059
1251,Ranked Solo Standard 3v3,Silver III,Division IV,581,,,8,6,55,,Vinci279,2017-07-14 15:01:19.001959,2017-07-14 15:01:19.001959
1252,Ranked Standard 3v3,Silver III,Division III,580,~4,~18,47,6,55,,Vinci279,2017-07-14 15:01:19.019143,2017-07-14 15:01:19.019143
1253,Ranked Doubles 2v2,Platinum II,Division II,908,~5,~17,340,1,56,,mmendesc,2017-07-14 15:01:21.302707,2017-07-14 15:01:21.302707
1254,Ranked Solo Standard 3v3,Gold III,Division I,715,,,2,1,56,,mmendesc,2017-07-14 15:01:21.310757,2017-07-14 15:01:21.310757
1255,Ranked Standard 3v3,Platinum III,Division IV,1021,~10,~17,477,1,56,,mmendesc,2017-07-14 15:01:21.321217,2017-07-14 15:01:21.321217
1256,Ranked Duel 1v1,Gold III,Division IV,791,~6,~16,10,2,56,,m_makarios,2017-07-14 15:01:26.069368,2017-07-14 15:01:26.069368
1257,Ranked Doubles 2v2,Diamond I,Division II,1036,~17,~5,308,2,56,,m_makarios,2017-07-14 15:01:26.07883,2017-07-14 15:01:26.07883
1258,Ranked Standard 3v3,Diamond I,Division III,1073,~1,~21,482,2,56,,m_makarios,2017-07-14 15:01:26.088096,2017-07-14 15:01:26.088096
1259,Ranked Duel 1v1,Silver I,Division II,414,~11,~10,120,141,16,,b1l15,2017-07-14 15:01:34.302713,2017-07-14 15:01:34.302713
1260,Ranked Doubles 2v2,Silver I,Division III,430,~14,~8,216,141,16,,b1l15,2017-07-14 15:01:34.311938,2017-07-14 15:01:34.311938
1261,Ranked Solo Standard 3v3,Bronze III,Division IV,405,,,3,141,16,,b1l15,2017-07-14 15:01:34.319161,2017-07-14 15:01:34.319161
1262,Ranked Standard 3v3,Gold I,Division II,613,,,8,141,16,,b1l15,2017-07-14 15:01:34.326021,2017-07-14 15:01:34.326021
1263,Ranked Doubles 2v2,Silver II,Division III,497,~17,~5,17,147,17,,Azad_33,2017-07-14 15:01:36.000865,2017-07-14 15:01:36.000865
1264,Ranked Solo Standard 3v3,Silver III,Division III,569,,,8,147,17,,Azad_33,2017-07-14 15:01:36.011031,2017-07-14 15:01:36.011031
1265,Ranked Duel 1v1,Gold I,Division IV,655,~7,~12,14,216,4,,Ciccioformaggio8,2017-07-14 15:01:38.039286,2017-07-14 15:01:38.039286
1266,Ranked Doubles 2v2,Gold III,Division I,748,~4,~6,442,216,4,,Ciccioformaggio8,2017-07-14 15:01:38.045993,2017-07-14 15:01:38.045993
1267,Ranked Solo Standard 3v3,Gold I,Division II,614,~4,~16,119,216,4,,Ciccioformaggio8,2017-07-14 15:01:38.052032,2017-07-14 15:01:38.052032
1268,Ranked Standard 3v3,Gold II,Division II,685,~18,~4,91,216,4,,Ciccioformaggio8,2017-07-14 15:01:38.058519,2017-07-14 15:01:38.058519
1269,Ranked Duel 1v1,Bronze II,Division IV,323,,,4,217,4,,76561198082086032,2017-07-14 15:01:40.410645,2017-07-14 15:01:40.410645
1270,Ranked Doubles 2v2,Bronze I,Division I,190,~2,~190,32,217,4,,76561198082086032,2017-07-14 15:01:40.421375,2017-07-14 15:01:40.421375
1271,Ranked Solo Standard 3v3,Bronze III,Division III,415,,~37,12,217,4,,76561198082086032,2017-07-14 15:01:40.433375,2017-07-14 15:01:40.433375
1272,Ranked Doubles 2v2,Gold III,Division II,754,~20,~3,102,190,12,,rinox90,2017-07-14 15:01:43.205208,2017-07-14 15:01:43.205208
1273,Ranked Solo Standard 3v3,Silver II,Division III,505,,,5,190,12,,rinox90,2017-07-14 15:01:43.218261,2017-07-14 15:01:43.218261
1274,Ranked Standard 3v3,Platinum III,Division IV,1006,~5,~4,182,190,12,,rinox90,2017-07-14 15:01:43.236397,2017-07-14 15:01:43.236397
1275,Ranked Duel 1v1,Silver II,Division III,491,,,1,178,16,,Tidsora,2017-07-14 15:01:45.505219,2017-07-14 15:01:45.505219
1276,Ranked Doubles 2v2,Bronze II,Division I,256,~6,~6,106,178,16,,Tidsora,2017-07-14 15:01:45.513483,2017-07-14 15:01:45.513483
1277,Ranked Solo Standard 3v3,Bronze I,Division I,234,~5,~234,21,178,16,,Tidsora,2017-07-14 15:01:45.521399,2017-07-14 15:01:45.521399
1278,Ranked Standard 3v3,Bronze III,Division II,331,~21,,152,178,16,,Tidsora,2017-07-14 15:01:45.528743,2017-07-14 15:01:45.528743
1279,Ranked Doubles 2v2,Silver II,Division III,501,~13,~9,20,169,17,,mlgkurama,2017-07-14 15:01:51.117811,2017-07-14 15:01:51.117811
1280,Ranked Standard 3v3,Silver I,Division III,424,,,8,169,17,,mlgkurama,2017-07-14 15:01:51.128188,2017-07-14 15:01:51.128188
1281,Ranked Duel 1v1,Gold III,Division III,762,,,8,189,12,,o_Max301_o,2017-07-14 15:01:53.204811,2017-07-14 15:01:53.204811
1283,Ranked Standard 3v3,Gold III,Division II,759,~14,~8,25,189,12,,o_Max301_o,2017-07-14 15:01:53.225583,2017-07-14 15:01:53.225583
1284,Ranked Doubles 2v2,Gold II,Division I,677,~5,~5,236,210,6,,guydovicus,2017-07-14 15:01:55.076591,2017-07-14 15:01:55.076591
1285,Ranked Solo Standard 3v3,Gold I,Division II,605,~13,~7,59,210,6,,guydovicus,2017-07-14 15:01:55.085354,2017-07-14 15:01:55.085354
1286,Ranked Standard 3v3,Gold III,Division IV,794,~6,~1,73,210,6,,guydovicus,2017-07-14 15:01:55.093604,2017-07-14 15:01:55.093604
1287,Ranked Duel 1v1,Diamond I,Division III,1047,,~27,12,201,9,,Juacquesch,2017-07-14 15:01:58.199605,2017-07-14 15:01:58.199605
1288,Ranked Doubles 2v2,Champion I,Division II,1265,,~21,459,201,9,,Juacquesch,2017-07-14 15:01:58.207533,2017-07-14 15:01:58.207533
1289,Ranked Solo Standard 3v3,Platinum I,Division III,802,~15,~5,250,201,9,,Juacquesch,2017-07-14 15:01:58.215559,2017-07-14 15:01:58.215559
1290,Ranked Standard 3v3,Diamond II,Division II,1108,~16,~8,222,201,9,,Juacquesch,2017-07-14 15:01:58.223568,2017-07-14 15:01:58.223568
1291,Ranked Doubles 2v2,Bronze III,Division I,323,~9,~2,72,195,11,,slekens,2017-07-14 15:01:59.842681,2017-07-14 15:01:59.842681
1292,Ranked Standard 3v3,Silver I,Division II,418,~6,~17,46,195,11,,slekens,2017-07-14 15:01:59.851197,2017-07-14 15:01:59.851197
1293,Ranked Doubles 2v2,Silver I,Division I,395,,,4,214,4,,mahdimmm138031,2017-07-14 15:02:02.258516,2017-07-14 15:02:02.258516
1294,Ranked Standard 3v3,Silver III,Division II,547,,,3,214,4,,mahdimmm138031,2017-07-14 15:02:02.266736,2017-07-14 15:02:02.266736
1295,Ranked Duel 1v1,Platinum I,Division III,821,,,7,219,3,,deviljohnny,2017-07-14 15:02:07.445511,2017-07-14 15:02:07.445511
1296,Ranked Doubles 2v2,Platinum III,Division III,994,~10,~12,875,219,3,,deviljohnny,2017-07-14 15:02:07.453772,2017-07-14 15:02:07.453772
1297,Ranked Solo Standard 3v3,Platinum I,Division II,785,,,6,219,3,,deviljohnny,2017-07-14 15:02:07.468502,2017-07-14 15:02:07.468502
1298,Ranked Standard 3v3,Platinum II,Division I,874,~17,~6,21,219,3,,deviljohnny,2017-07-14 15:02:07.478736,2017-07-14 15:02:07.478736
1299,Ranked Duel 1v1,Gold II,Division II,676,~13,~8,10,34,20,,Zyuina,2017-07-15 15:00:22.382244,2017-07-15 15:00:22.382244
1300,Ranked Doubles 2v2,Gold II,Division IV,725,~7,~2,370,34,20,,Zyuina,2017-07-15 15:00:22.390545,2017-07-15 15:00:22.390545
1301,Ranked Solo Standard 3v3,Silver III,Division IV,578,~8,~2,116,34,20,,Zyuina,2017-07-15 15:00:22.40105,2017-07-15 15:00:22.40105
1302,Ranked Standard 3v3,Gold III,Division II,753,~20,~2,288,34,20,,Zyuina,2017-07-15 15:00:22.408371,2017-07-15 15:00:22.408371
1303,Ranked Duel 1v1,Platinum III,Division I,930,~3,~8,256,9,40,,lamebananayep,2017-07-15 15:00:25.279228,2017-07-15 15:00:25.279228
1304,Ranked Doubles 2v2,Diamond I,Division I,1028,~4,~3,1,9,40,,lamebananayep,2017-07-15 15:00:25.286491,2017-07-15 15:00:25.286491
1305,Ranked Solo Standard 3v3,Gold II,Division II,676,~2,~18,103,9,40,,lamebananayep,2017-07-15 15:00:25.293635,2017-07-15 15:00:25.293635
1306,Ranked Standard 3v3,Platinum I,Division I,819,~3,~4,234,9,40,,lamebananayep,2017-07-15 15:00:25.299966,2017-07-15 15:00:25.299966
1307,Ranked Duel 1v1,Gold I,Division III,625,,,1,4,51,,GuiConti,2017-07-15 15:00:29.217854,2017-07-15 15:00:29.217854
1308,Ranked Doubles 2v2,Diamond II,Division I,1091,~12,~2,109,4,51,,GuiConti,2017-07-15 15:00:29.224489,2017-07-15 15:00:29.224489
1309,Ranked Standard 3v3,Diamond I,Division III,1067,~7,~15,483,4,51,,GuiConti,2017-07-15 15:00:29.230229,2017-07-15 15:00:29.230229
1310,Ranked Solo Standard 3v3,Bronze II,Division III,327,,,5,3,43,,76561198146967680,2017-07-15 15:00:33.617955,2017-07-15 15:00:33.617955
1311,Ranked Standard 3v3,Silver I,Division IV,455,~1,~10,10,3,43,,76561198146967680,2017-07-15 15:00:33.623662,2017-07-15 15:00:33.623662
1312,Ranked Doubles 2v2,Silver III,Division III,575,~9,~13,613,11,39,,Kultor,2017-07-15 15:00:35.419564,2017-07-15 15:00:35.419564
